,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
2361,37574,Male,Loyal Customer,46,Business travel,Eco,628,3,2,2,2,3,3,3,3,2,5,4,4,3,3,0,0.0,neutral or dissatisfied
2362,53339,Male,Loyal Customer,29,Business travel,Eco,1452,5,3,3,3,5,5,5,5,4,3,4,3,5,5,2,5.0,satisfied
2363,38239,Male,disloyal Customer,48,Business travel,Eco,1050,3,3,3,1,1,3,1,1,5,3,4,1,3,1,0,0.0,neutral or dissatisfied
2364,63042,Female,Loyal Customer,19,Personal Travel,Eco,967,1,1,2,2,1,2,1,1,3,4,3,4,3,1,26,27.0,neutral or dissatisfied
2365,48625,Male,Loyal Customer,37,Personal Travel,Eco Plus,845,4,5,4,3,3,4,4,3,3,4,5,4,4,3,0,0.0,neutral or dissatisfied
2366,122496,Female,Loyal Customer,23,Personal Travel,Business,930,2,5,2,4,5,2,5,5,5,4,5,5,4,5,2,1.0,neutral or dissatisfied
2367,110650,Male,disloyal Customer,48,Business travel,Business,1005,3,3,3,1,5,3,5,5,3,5,5,3,4,5,32,41.0,neutral or dissatisfied
2368,10677,Male,Loyal Customer,52,Business travel,Eco,308,1,3,3,3,1,1,1,1,4,4,3,2,3,1,1,2.0,neutral or dissatisfied
2369,101513,Male,disloyal Customer,17,Business travel,Eco,345,5,0,5,4,4,5,4,4,1,4,1,3,1,4,0,0.0,satisfied
2370,68515,Female,disloyal Customer,10,Business travel,Eco,1303,3,3,3,3,4,3,4,4,3,5,3,3,4,4,45,65.0,neutral or dissatisfied
2371,100299,Male,Loyal Customer,44,Business travel,Eco,971,3,5,5,5,3,3,3,3,1,3,3,4,3,3,0,0.0,neutral or dissatisfied
2372,110522,Female,Loyal Customer,35,Business travel,Business,3252,5,5,5,5,5,4,4,2,2,2,2,4,2,5,0,0.0,satisfied
2373,78496,Female,Loyal Customer,56,Business travel,Business,2076,4,4,4,4,2,4,4,4,4,4,4,3,4,3,0,0.0,satisfied
2374,51881,Female,Loyal Customer,41,Business travel,Business,3738,2,2,2,2,5,4,4,2,2,2,2,3,2,3,46,34.0,neutral or dissatisfied
2375,84226,Female,Loyal Customer,60,Personal Travel,Eco,432,5,2,5,3,5,3,3,1,1,5,1,4,1,3,0,0.0,satisfied
2376,25821,Female,Loyal Customer,31,Personal Travel,Eco,1747,2,0,2,1,1,2,1,1,4,2,5,3,5,1,9,5.0,neutral or dissatisfied
2377,70184,Female,Loyal Customer,40,Business travel,Business,2245,3,3,2,3,5,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
2378,20092,Male,Loyal Customer,59,Business travel,Business,3548,3,3,3,3,2,3,3,5,5,5,5,4,5,5,0,0.0,satisfied
2379,126689,Female,disloyal Customer,18,Business travel,Eco,969,1,1,1,3,5,1,5,5,4,4,5,5,4,5,0,0.0,neutral or dissatisfied
2380,44681,Male,disloyal Customer,35,Business travel,Eco,67,1,2,1,3,1,1,1,1,4,3,3,3,3,1,49,56.0,neutral or dissatisfied
2381,14352,Male,Loyal Customer,16,Personal Travel,Eco,429,3,5,3,3,1,3,1,1,2,5,2,5,4,1,0,0.0,neutral or dissatisfied
2382,80974,Female,disloyal Customer,38,Business travel,Business,297,3,3,3,5,3,3,2,3,4,4,5,4,5,3,0,0.0,neutral or dissatisfied
2383,68025,Female,Loyal Customer,26,Personal Travel,Eco,304,3,4,3,1,1,3,1,1,4,3,4,4,5,1,7,17.0,neutral or dissatisfied
2384,101973,Male,Loyal Customer,47,Personal Travel,Eco,628,3,4,3,3,1,3,1,1,4,5,5,4,4,1,0,0.0,neutral or dissatisfied
2385,90382,Female,Loyal Customer,43,Business travel,Business,2993,4,4,4,4,5,5,5,4,5,4,5,5,3,5,135,135.0,satisfied
2386,75659,Male,Loyal Customer,43,Personal Travel,Eco,304,2,4,2,4,1,2,1,1,5,3,5,4,5,1,0,0.0,neutral or dissatisfied
2387,121166,Male,disloyal Customer,72,Business travel,Eco,902,3,3,3,5,4,3,4,4,1,2,5,1,3,4,0,0.0,neutral or dissatisfied
2388,8219,Female,Loyal Customer,20,Personal Travel,Eco,402,3,5,3,1,4,3,4,4,4,5,5,3,4,4,0,0.0,neutral or dissatisfied
2389,94440,Female,Loyal Customer,48,Business travel,Business,239,3,4,3,3,5,5,4,4,4,4,4,3,4,5,7,1.0,satisfied
2390,21270,Male,Loyal Customer,50,Personal Travel,Business,692,0,4,0,4,3,4,5,2,2,0,2,4,2,5,0,0.0,satisfied
2391,97175,Female,Loyal Customer,9,Personal Travel,Eco,1211,2,0,2,5,5,2,5,5,1,2,2,5,4,5,0,14.0,neutral or dissatisfied
2392,67829,Male,disloyal Customer,39,Business travel,Eco,1038,2,2,2,3,3,2,3,3,2,1,3,3,4,3,0,0.0,neutral or dissatisfied
2393,121752,Male,Loyal Customer,55,Business travel,Business,449,3,3,3,3,2,4,4,5,5,5,5,3,5,4,109,106.0,satisfied
2394,106287,Male,Loyal Customer,13,Personal Travel,Eco,689,3,5,3,3,5,3,5,5,4,2,5,4,5,5,15,6.0,neutral or dissatisfied
2395,68941,Male,Loyal Customer,55,Personal Travel,Eco,646,4,4,4,3,1,4,1,1,4,1,3,4,4,1,0,0.0,neutral or dissatisfied
2396,31911,Female,Loyal Customer,51,Business travel,Business,216,4,4,5,4,5,5,5,4,4,4,5,4,4,3,0,0.0,satisfied
2397,12846,Male,Loyal Customer,18,Personal Travel,Eco,817,1,3,1,3,2,1,2,2,2,2,5,3,3,2,0,0.0,neutral or dissatisfied
2398,7099,Female,Loyal Customer,69,Personal Travel,Eco,273,4,4,4,4,1,3,4,2,2,4,2,2,2,1,12,11.0,neutral or dissatisfied
2399,110298,Male,Loyal Customer,29,Business travel,Business,1948,3,3,3,3,4,4,4,4,4,4,5,3,5,4,85,90.0,satisfied
2400,28563,Female,Loyal Customer,35,Business travel,Eco Plus,2677,5,2,5,2,5,5,5,5,3,3,5,1,3,5,0,0.0,satisfied
2401,25891,Male,disloyal Customer,9,Business travel,Eco,907,3,4,4,3,2,4,2,2,1,2,3,4,2,2,57,68.0,neutral or dissatisfied
2402,12521,Female,Loyal Customer,38,Business travel,Eco,788,5,5,5,5,5,5,5,5,5,5,3,2,1,5,66,92.0,satisfied
2403,63567,Female,disloyal Customer,27,Business travel,Business,969,4,4,4,5,5,4,5,5,5,5,3,3,5,5,0,0.0,satisfied
2404,78357,Female,Loyal Customer,49,Business travel,Business,1927,2,2,1,2,4,4,5,5,5,5,5,4,5,3,0,0.0,satisfied
2405,109638,Female,Loyal Customer,54,Business travel,Business,1576,3,3,3,3,2,5,4,5,5,5,5,4,5,3,17,12.0,satisfied
2406,12508,Female,Loyal Customer,38,Personal Travel,Eco Plus,305,1,5,1,3,4,1,4,4,5,5,5,1,4,4,105,111.0,neutral or dissatisfied
2407,3695,Male,Loyal Customer,53,Business travel,Business,431,5,5,5,5,3,4,4,5,5,5,5,4,5,3,0,0.0,satisfied
2408,71985,Male,Loyal Customer,59,Personal Travel,Eco,1440,5,5,5,1,4,5,4,4,5,3,5,3,4,4,0,0.0,satisfied
2409,40108,Male,Loyal Customer,47,Business travel,Eco,368,2,2,3,3,2,2,2,2,4,2,4,3,4,2,0,0.0,neutral or dissatisfied
2410,78461,Male,Loyal Customer,45,Business travel,Business,666,1,2,2,2,5,4,3,1,1,1,1,3,1,3,0,60.0,neutral or dissatisfied
2411,96965,Male,Loyal Customer,33,Business travel,Business,794,3,3,3,3,3,3,3,3,5,2,5,5,5,3,0,0.0,satisfied
2412,54564,Male,Loyal Customer,32,Business travel,Eco Plus,925,4,1,1,1,4,4,4,4,5,3,3,3,4,4,8,0.0,satisfied
2413,25293,Male,Loyal Customer,10,Personal Travel,Eco,321,2,4,5,3,3,5,3,3,3,2,3,1,4,3,0,0.0,neutral or dissatisfied
2414,80011,Female,Loyal Customer,11,Personal Travel,Eco,1096,2,2,3,3,1,3,1,1,3,4,3,4,3,1,24,19.0,neutral or dissatisfied
2415,88836,Female,Loyal Customer,60,Personal Travel,Eco Plus,545,3,3,5,2,4,1,3,2,2,5,2,2,2,2,37,33.0,neutral or dissatisfied
2416,64651,Male,disloyal Customer,37,Business travel,Business,551,2,2,2,2,5,2,5,5,3,4,4,3,5,5,0,0.0,neutral or dissatisfied
2417,39085,Female,Loyal Customer,36,Business travel,Business,3248,5,5,5,5,3,1,4,5,5,5,5,5,5,2,0,12.0,satisfied
2418,23324,Female,disloyal Customer,59,Business travel,Eco,456,2,2,3,3,2,3,2,2,4,5,2,2,3,2,23,40.0,neutral or dissatisfied
2419,53418,Male,disloyal Customer,13,Business travel,Eco,2288,4,4,4,1,4,2,2,4,1,4,3,2,5,2,7,32.0,satisfied
2420,123261,Male,Loyal Customer,20,Personal Travel,Eco,650,3,2,3,3,5,3,5,5,3,2,3,3,3,5,0,0.0,neutral or dissatisfied
2421,49901,Female,Loyal Customer,48,Business travel,Eco,250,1,3,3,3,5,4,4,1,1,1,1,1,1,2,0,0.0,neutral or dissatisfied
2422,73262,Male,Loyal Customer,15,Personal Travel,Eco,675,4,4,4,1,4,4,4,4,3,3,4,4,4,4,0,0.0,satisfied
2423,125541,Male,disloyal Customer,40,Business travel,Business,226,4,4,4,2,4,4,4,4,5,2,5,5,4,4,2,12.0,satisfied
2424,47355,Male,Loyal Customer,57,Business travel,Business,2714,2,2,2,2,3,3,4,2,2,2,2,4,2,1,0,0.0,neutral or dissatisfied
2425,96129,Male,Loyal Customer,31,Business travel,Business,460,3,3,3,3,5,5,5,5,4,3,4,3,4,5,8,0.0,satisfied
2426,99150,Female,Loyal Customer,52,Business travel,Business,986,1,2,1,1,5,4,4,5,5,5,5,4,5,5,0,0.0,satisfied
2427,2002,Male,Loyal Customer,59,Business travel,Business,3926,3,3,4,3,2,4,5,4,4,4,4,5,4,4,0,0.0,satisfied
2428,66100,Female,Loyal Customer,40,Personal Travel,Business,583,4,4,4,2,5,5,4,5,5,4,5,5,5,4,0,0.0,neutral or dissatisfied
2429,111166,Female,Loyal Customer,28,Business travel,Eco Plus,1180,2,3,3,3,2,2,2,2,2,5,3,1,4,2,2,0.0,neutral or dissatisfied
2430,38740,Male,Loyal Customer,49,Business travel,Business,1995,2,2,2,2,5,3,3,4,4,4,4,5,4,4,0,0.0,satisfied
2431,62859,Male,Loyal Customer,49,Business travel,Business,2446,3,3,3,3,3,4,5,2,2,2,2,5,2,5,0,0.0,satisfied
2432,422,Male,Loyal Customer,42,Business travel,Business,3957,4,4,4,4,4,5,5,5,5,5,5,4,5,4,7,50.0,satisfied
2433,40103,Male,Loyal Customer,44,Business travel,Eco,368,4,3,4,4,5,4,5,5,5,5,2,1,2,5,0,0.0,satisfied
2434,50481,Female,Loyal Customer,36,Business travel,Eco,110,2,1,1,1,2,2,2,2,3,5,4,4,3,2,6,13.0,neutral or dissatisfied
2435,553,Female,Loyal Customer,57,Business travel,Business,134,5,5,5,5,5,5,5,4,4,4,4,3,4,4,0,0.0,satisfied
2436,97166,Male,Loyal Customer,69,Personal Travel,Eco,1164,2,5,1,3,4,1,2,4,3,3,4,5,5,4,39,38.0,neutral or dissatisfied
2437,64198,Female,Loyal Customer,55,Business travel,Business,853,4,4,4,4,5,2,3,4,4,4,4,2,4,3,0,0.0,neutral or dissatisfied
2438,24365,Male,Loyal Customer,40,Business travel,Eco,669,4,4,4,4,4,4,4,4,5,5,1,3,3,4,5,0.0,satisfied
2439,52499,Male,Loyal Customer,46,Business travel,Business,1810,4,4,3,4,2,5,5,4,4,4,5,5,4,5,0,0.0,satisfied
2440,37996,Male,Loyal Customer,40,Business travel,Eco,1197,4,2,2,2,4,4,4,4,2,2,3,2,1,4,0,6.0,satisfied
2441,36579,Male,disloyal Customer,29,Business travel,Eco,1197,2,2,2,3,2,2,3,2,5,3,3,2,5,2,0,0.0,neutral or dissatisfied
2442,89143,Female,Loyal Customer,25,Business travel,Eco,1947,4,3,3,3,4,4,3,4,5,2,2,3,2,4,2,0.0,satisfied
2443,46424,Male,disloyal Customer,24,Business travel,Eco,649,3,2,3,2,4,3,4,4,2,4,3,1,3,4,19,30.0,neutral or dissatisfied
2444,92135,Female,Loyal Customer,38,Personal Travel,Eco,1535,2,2,2,3,4,2,3,4,3,3,2,2,4,4,14,0.0,neutral or dissatisfied
2445,112395,Male,Loyal Customer,43,Business travel,Business,862,2,2,2,2,5,4,4,5,5,5,5,5,5,5,87,70.0,satisfied
2446,109686,Male,Loyal Customer,39,Personal Travel,Eco,930,1,5,2,2,3,2,4,3,4,3,4,5,5,3,0,0.0,neutral or dissatisfied
2447,66171,Male,Loyal Customer,42,Business travel,Business,1681,4,4,4,4,4,5,4,5,5,4,5,5,5,4,0,0.0,satisfied
2448,30350,Female,Loyal Customer,52,Business travel,Business,2844,1,1,1,1,5,4,4,3,3,4,3,5,3,5,0,4.0,satisfied
2449,123544,Female,Loyal Customer,29,Business travel,Business,1773,2,2,2,2,4,4,4,4,5,2,4,5,4,4,20,0.0,satisfied
2450,32581,Female,disloyal Customer,24,Business travel,Eco,216,3,4,3,3,3,3,3,3,2,4,4,2,4,3,3,0.0,neutral or dissatisfied
2451,129602,Female,Loyal Customer,45,Business travel,Business,1876,4,4,4,4,5,4,4,5,5,5,5,4,5,3,8,10.0,satisfied
2452,77613,Female,Loyal Customer,50,Business travel,Business,3183,2,4,2,2,5,4,4,3,3,3,3,3,3,4,16,6.0,satisfied
2453,60822,Female,Loyal Customer,19,Personal Travel,Eco,524,3,4,3,3,5,3,5,5,4,3,5,4,5,5,0,0.0,neutral or dissatisfied
2454,56133,Female,Loyal Customer,52,Business travel,Business,1400,1,1,3,1,3,5,4,5,5,5,5,5,5,4,28,27.0,satisfied
2455,88535,Female,Loyal Customer,48,Personal Travel,Eco,250,2,4,0,3,5,5,5,1,1,0,1,3,1,4,0,0.0,neutral or dissatisfied
2456,96070,Male,Loyal Customer,69,Personal Travel,Eco,583,3,5,3,4,2,3,2,2,4,4,4,3,5,2,33,34.0,neutral or dissatisfied
2457,71033,Female,Loyal Customer,32,Business travel,Business,2815,3,3,3,3,4,4,4,4,3,2,5,5,5,4,0,0.0,satisfied
2458,95539,Male,Loyal Customer,50,Personal Travel,Eco Plus,239,3,3,3,2,2,3,2,2,4,3,2,5,2,2,1,6.0,neutral or dissatisfied
2459,70751,Female,Loyal Customer,56,Business travel,Business,733,5,5,5,5,2,4,5,5,5,5,5,4,5,5,4,0.0,satisfied
2460,125833,Female,disloyal Customer,31,Business travel,Eco,1013,3,3,3,4,3,3,3,3,3,3,3,1,4,3,10,8.0,neutral or dissatisfied
2461,89582,Male,Loyal Customer,27,Business travel,Eco,1080,3,2,2,2,3,3,3,3,1,5,3,3,3,3,0,0.0,neutral or dissatisfied
2462,118769,Male,Loyal Customer,7,Personal Travel,Eco,621,4,5,4,1,3,4,1,3,3,2,4,3,5,3,0,0.0,satisfied
2463,12092,Female,Loyal Customer,54,Business travel,Business,1034,3,2,2,2,3,4,4,3,3,3,3,2,3,2,0,16.0,neutral or dissatisfied
2464,129199,Male,Loyal Customer,45,Business travel,Business,2419,4,4,4,4,2,5,4,5,5,5,5,4,5,5,3,0.0,satisfied
2465,49009,Male,Loyal Customer,52,Business travel,Eco,109,4,2,2,2,4,4,4,4,5,1,1,2,1,4,0,2.0,satisfied
2466,59502,Male,Loyal Customer,55,Business travel,Business,1711,1,1,1,1,2,5,4,4,4,4,4,3,4,3,0,0.0,satisfied
2467,69113,Male,disloyal Customer,41,Business travel,Business,1598,3,3,3,3,2,3,2,2,3,2,4,3,5,2,3,0.0,neutral or dissatisfied
2468,118856,Male,Loyal Customer,51,Personal Travel,Eco Plus,370,3,4,2,3,5,2,5,5,3,1,4,1,5,5,0,0.0,neutral or dissatisfied
2469,48528,Female,Loyal Customer,39,Business travel,Eco,433,3,5,1,5,3,5,3,3,1,1,1,1,5,3,0,0.0,satisfied
2470,67189,Female,Loyal Customer,41,Personal Travel,Eco,985,2,5,2,3,2,2,2,2,3,5,5,3,4,2,109,101.0,neutral or dissatisfied
2471,29356,Male,Loyal Customer,77,Business travel,Business,2349,3,3,5,3,1,3,5,1,1,2,1,1,1,3,0,10.0,satisfied
2472,72519,Female,Loyal Customer,37,Business travel,Business,2346,4,5,2,5,2,4,3,4,4,4,4,1,4,2,0,0.0,neutral or dissatisfied
2473,70376,Female,Loyal Customer,12,Business travel,Eco Plus,1145,1,1,1,1,1,1,2,1,4,2,3,2,3,1,32,52.0,neutral or dissatisfied
2474,74926,Female,Loyal Customer,33,Business travel,Business,2475,4,2,2,2,2,3,3,4,4,4,4,2,4,4,6,0.0,neutral or dissatisfied
2475,37544,Female,Loyal Customer,42,Business travel,Eco,1097,1,0,0,3,3,3,3,2,2,1,2,3,2,4,0,10.0,neutral or dissatisfied
2476,36778,Male,Loyal Customer,50,Business travel,Business,2611,1,4,4,4,2,1,1,3,5,4,4,1,1,1,121,131.0,neutral or dissatisfied
2477,42217,Male,Loyal Customer,38,Business travel,Eco,784,4,5,5,5,4,4,4,4,2,2,1,5,4,4,0,0.0,satisfied
2478,13751,Female,Loyal Customer,24,Personal Travel,Eco,441,1,4,1,3,5,1,5,5,5,4,4,4,5,5,14,0.0,neutral or dissatisfied
2479,78788,Female,Loyal Customer,47,Business travel,Business,3446,4,4,4,4,3,5,5,4,4,4,4,4,4,3,0,3.0,satisfied
2480,127410,Male,Loyal Customer,50,Personal Travel,Eco,1009,1,4,1,1,3,1,2,3,3,5,1,3,3,3,0,6.0,neutral or dissatisfied
2481,106494,Male,Loyal Customer,53,Business travel,Business,495,3,3,3,3,2,5,4,4,4,4,4,4,4,5,2,0.0,satisfied
2482,59954,Female,Loyal Customer,30,Business travel,Business,937,2,4,4,4,2,2,2,2,4,4,4,1,4,2,20,11.0,neutral or dissatisfied
2483,102599,Male,Loyal Customer,40,Personal Travel,Eco Plus,407,2,1,2,3,1,2,2,1,1,4,4,2,3,1,6,7.0,neutral or dissatisfied
2484,25744,Female,Loyal Customer,44,Business travel,Eco,356,5,1,1,1,3,4,1,5,5,5,5,4,5,3,0,0.0,satisfied
2485,29161,Male,Loyal Customer,61,Business travel,Eco Plus,1050,4,2,2,2,4,4,4,4,4,4,5,5,5,4,0,0.0,satisfied
2486,75367,Female,Loyal Customer,12,Personal Travel,Eco Plus,2504,1,1,1,4,5,1,5,5,4,1,4,1,4,5,53,47.0,neutral or dissatisfied
2487,78779,Male,Loyal Customer,46,Business travel,Business,447,1,1,1,1,4,3,3,1,1,2,1,4,1,2,0,0.0,neutral or dissatisfied
2488,30523,Male,Loyal Customer,78,Business travel,Eco,464,4,2,1,2,4,4,4,4,3,5,2,3,3,4,26,33.0,neutral or dissatisfied
2489,87970,Male,disloyal Customer,19,Business travel,Business,594,5,1,5,1,1,5,1,1,3,2,5,5,5,1,1,0.0,satisfied
2490,109984,Male,Loyal Customer,46,Business travel,Business,3497,4,4,4,4,5,4,5,5,5,4,5,4,5,5,3,0.0,satisfied
2491,37952,Female,Loyal Customer,17,Personal Travel,Eco Plus,937,3,3,3,4,3,3,3,3,2,4,3,1,3,3,41,55.0,neutral or dissatisfied
2492,91255,Male,Loyal Customer,16,Personal Travel,Eco,406,2,5,2,1,5,2,5,5,3,5,4,3,5,5,1,12.0,neutral or dissatisfied
2493,22140,Female,Loyal Customer,34,Personal Travel,Eco,350,2,1,2,2,3,2,3,3,2,4,2,4,2,3,0,0.0,neutral or dissatisfied
2494,31360,Female,Loyal Customer,24,Business travel,Business,2786,2,2,2,2,4,4,4,4,1,2,2,3,2,4,0,4.0,satisfied
2495,102591,Female,Loyal Customer,46,Business travel,Eco Plus,397,4,2,2,2,2,1,4,3,3,4,3,4,3,5,4,0.0,satisfied
2496,49456,Male,Loyal Customer,53,Business travel,Business,363,1,1,1,1,5,1,4,5,5,5,5,4,5,2,0,1.0,satisfied
2497,29425,Male,Loyal Customer,72,Business travel,Eco Plus,2466,3,1,1,1,3,3,3,2,1,1,2,3,3,3,0,17.0,neutral or dissatisfied
2498,80293,Female,Loyal Customer,41,Business travel,Business,746,3,3,3,3,4,4,4,5,5,5,5,4,5,4,0,0.0,satisfied
2499,105097,Male,disloyal Customer,26,Business travel,Business,220,4,0,4,1,5,4,5,5,4,3,5,4,5,5,0,0.0,satisfied
2500,26230,Male,Loyal Customer,40,Personal Travel,Eco,270,4,2,0,4,2,0,2,2,2,5,3,4,4,2,36,27.0,neutral or dissatisfied
2501,26287,Male,Loyal Customer,58,Business travel,Eco Plus,859,2,3,3,3,2,2,2,2,4,1,3,2,3,2,0,0.0,neutral or dissatisfied
2502,12580,Female,Loyal Customer,24,Business travel,Business,542,5,5,5,5,4,4,4,4,2,3,3,5,3,4,0,0.0,satisfied
2503,23847,Male,Loyal Customer,41,Business travel,Eco,522,2,4,4,4,2,2,2,2,1,1,2,5,2,2,0,0.0,satisfied
2504,69545,Female,disloyal Customer,28,Business travel,Business,2475,2,2,2,4,2,2,2,4,4,3,4,2,3,2,0,0.0,neutral or dissatisfied
2505,117493,Female,disloyal Customer,32,Business travel,Eco,507,2,1,2,3,1,2,1,1,2,1,4,4,4,1,83,59.0,neutral or dissatisfied
2506,84460,Male,Loyal Customer,64,Personal Travel,Eco,290,4,5,4,2,3,4,3,3,5,2,4,5,4,3,0,10.0,satisfied
2507,85694,Male,disloyal Customer,27,Business travel,Business,1547,4,4,4,4,3,4,3,3,5,4,5,3,5,3,21,0.0,satisfied
2508,110536,Female,disloyal Customer,29,Business travel,Business,674,4,4,4,4,5,4,5,5,5,2,5,3,5,5,0,0.0,satisfied
2509,113918,Male,disloyal Customer,22,Business travel,Eco,901,4,4,4,4,2,4,2,2,4,5,5,3,4,2,6,0.0,neutral or dissatisfied
2510,110073,Female,Loyal Customer,40,Business travel,Business,579,3,3,3,3,4,3,3,3,3,4,3,2,3,1,0,17.0,neutral or dissatisfied
2511,44848,Female,Loyal Customer,55,Business travel,Eco Plus,760,2,5,5,5,4,3,4,2,2,2,2,2,2,4,0,0.0,neutral or dissatisfied
2512,91902,Female,Loyal Customer,41,Business travel,Business,2475,5,5,5,5,2,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
2513,80129,Male,Loyal Customer,39,Business travel,Business,2475,5,5,5,5,4,4,4,4,4,4,5,4,4,4,0,0.0,satisfied
2514,90303,Male,Loyal Customer,52,Personal Travel,Eco,879,2,4,3,1,2,3,2,2,5,5,5,5,5,2,0,0.0,neutral or dissatisfied
2515,69629,Female,Loyal Customer,47,Business travel,Business,2099,4,2,2,2,3,3,3,4,4,4,4,3,4,4,0,0.0,neutral or dissatisfied
2516,1804,Male,Loyal Customer,59,Business travel,Business,2149,5,5,5,5,3,4,4,5,5,5,5,3,5,3,0,0.0,satisfied
2517,8654,Male,Loyal Customer,51,Business travel,Business,2572,3,3,3,3,3,5,4,4,4,4,4,3,4,5,6,0.0,satisfied
2518,64749,Male,disloyal Customer,23,Business travel,Eco,551,4,0,4,4,5,4,5,5,5,2,5,3,4,5,0,0.0,satisfied
2519,16700,Female,Loyal Customer,63,Personal Travel,Eco,169,3,5,3,3,3,5,5,1,1,3,1,3,1,5,18,25.0,neutral or dissatisfied
2520,88725,Male,Loyal Customer,27,Personal Travel,Eco,581,3,5,4,2,1,4,1,1,4,2,4,4,5,1,1,0.0,neutral or dissatisfied
2521,67778,Female,disloyal Customer,44,Business travel,Business,1431,2,1,1,5,5,2,5,5,4,5,5,3,4,5,1,10.0,neutral or dissatisfied
2522,42503,Male,Loyal Customer,35,Business travel,Business,495,3,3,3,3,2,2,4,5,5,5,5,1,5,4,17,1.0,satisfied
2523,93558,Female,Loyal Customer,15,Personal Travel,Eco,719,4,4,4,4,4,4,4,4,5,5,5,4,3,4,228,211.0,neutral or dissatisfied
2524,100992,Male,Loyal Customer,45,Business travel,Business,2186,2,2,2,2,5,4,4,4,4,4,4,5,4,4,17,6.0,satisfied
2525,65624,Female,Loyal Customer,18,Personal Travel,Eco,237,3,4,3,3,4,3,4,4,2,1,3,2,1,4,0,0.0,neutral or dissatisfied
2526,94078,Female,Loyal Customer,42,Business travel,Business,2204,1,2,2,2,2,2,1,2,2,2,1,1,2,1,1,0.0,neutral or dissatisfied
2527,753,Female,Loyal Customer,57,Business travel,Business,354,0,0,0,3,3,4,5,3,3,4,4,4,3,3,6,8.0,satisfied
2528,102746,Male,Loyal Customer,26,Business travel,Business,255,2,2,2,2,4,4,4,4,4,5,5,4,5,4,6,10.0,satisfied
2529,83170,Male,Loyal Customer,30,Personal Travel,Eco Plus,957,3,5,3,3,2,3,2,2,3,3,5,4,5,2,26,7.0,neutral or dissatisfied
2530,55729,Male,Loyal Customer,40,Business travel,Business,1969,5,4,5,5,5,4,4,2,2,2,2,5,2,5,0,0.0,satisfied
2531,13307,Female,Loyal Customer,36,Business travel,Business,448,4,4,4,4,2,3,3,4,4,4,4,2,4,1,0,0.0,satisfied
2532,29608,Male,Loyal Customer,18,Business travel,Business,3766,3,4,4,4,3,3,3,3,2,5,3,2,3,3,96,99.0,neutral or dissatisfied
2533,21670,Male,Loyal Customer,31,Business travel,Business,708,4,4,4,4,3,3,3,3,4,2,1,4,3,3,3,0.0,satisfied
2534,105133,Female,Loyal Customer,53,Business travel,Business,289,2,2,5,2,3,4,5,4,4,5,4,5,4,3,0,0.0,satisfied
2535,41784,Male,Loyal Customer,63,Personal Travel,Eco,508,3,4,3,1,5,3,5,5,4,2,4,4,4,5,12,30.0,neutral or dissatisfied
2536,34080,Female,Loyal Customer,49,Business travel,Eco Plus,174,4,3,3,3,4,4,4,4,4,4,4,4,4,2,12,0.0,neutral or dissatisfied
2537,31893,Male,Loyal Customer,51,Personal Travel,Eco,2762,4,4,4,3,4,4,4,4,2,4,3,3,4,4,0,0.0,neutral or dissatisfied
2538,32057,Female,Loyal Customer,31,Business travel,Business,102,1,1,1,1,4,4,4,4,5,2,1,3,4,4,2,5.0,satisfied
2539,64168,Male,Loyal Customer,67,Personal Travel,Eco,989,3,4,3,3,1,3,1,1,5,4,4,4,5,1,24,23.0,neutral or dissatisfied
2540,106370,Male,Loyal Customer,30,Business travel,Business,2486,1,1,1,1,4,4,4,4,4,4,4,5,4,4,101,102.0,satisfied
2541,37410,Male,Loyal Customer,29,Business travel,Eco,828,2,2,3,3,2,2,2,2,4,2,3,4,3,2,0,0.0,neutral or dissatisfied
2542,36097,Male,Loyal Customer,63,Personal Travel,Eco,399,2,4,2,4,5,2,1,5,5,2,5,4,5,5,0,0.0,neutral or dissatisfied
2543,28627,Male,Loyal Customer,60,Business travel,Business,2355,4,2,3,2,3,3,3,4,4,4,4,3,4,1,59,5.0,neutral or dissatisfied
2544,40524,Male,Loyal Customer,58,Personal Travel,Eco Plus,188,3,3,3,2,5,3,1,5,2,4,1,4,2,5,0,0.0,neutral or dissatisfied
2545,110697,Female,Loyal Customer,63,Personal Travel,Eco,945,2,2,2,4,4,4,4,2,2,2,2,3,2,1,0,0.0,neutral or dissatisfied
2546,94182,Female,disloyal Customer,24,Business travel,Eco,189,2,5,1,1,5,1,2,5,3,4,4,4,4,5,5,0.0,neutral or dissatisfied
2547,43866,Female,Loyal Customer,72,Business travel,Business,2971,4,4,4,4,3,4,5,4,4,4,3,5,4,5,0,0.0,satisfied
2548,26746,Male,Loyal Customer,45,Business travel,Business,3230,2,2,2,2,3,2,4,5,5,5,5,3,5,2,0,0.0,satisfied
2549,118104,Male,Loyal Customer,52,Business travel,Eco,499,1,3,2,2,2,1,2,2,4,2,4,4,4,2,0,0.0,neutral or dissatisfied
